symbol	factor	F1_Liver	F2	F3_Exocrine	F4_CellCycle	F5_ActivatedStroma	F6_BasalLike	F7_Immune	F8_Classical	F9_Lung	F10	F11_Muscle	F12_Endocrine	F13_NormalStroma	F14
TSPAN18	13	0.169	0.6235	0.1886	0.2728	0.4799	0.1428	0.2551	0.2638	0.446	0.3941	0.2174	0.0447	0.6823	0.0051
TSPAN19	9	0	0	0.0086	0.2082	0	0.0606	0	0	1.572	0	0.0176	0	0.0857	0
TSPAN2	13	0	0	0.4029	0.4819	0.9533	0.7894	0.0659	0.109	0.2014	0	0.1514	0.8315	1.1833	0
TSPAN3	8	0.8316	0.8593	1.2357	1.9007	1.5264	1.7212	1.1989	2.8577	1.5201	1.4432	1.4815	2.0206	1.4527	0.8893
TSPAN31	6	0.6635	0.5253	0.8461	1.0456	0.5002	1.1908	0.5826	0.6213	0.7982	0.2629	0.7772	0.7908	0.7815	0.3345
TSPAN32	7	0.158	0.47	0.0898	0.1414	0.2492	0.0615	0.6532	0.1677	0.4066	0.1051	0.1508	0.2461	0.0799	0.4609
TSPAN33	7	0.545	0.3951	0.5595	0.3405	0.1291	0	0.7562	0.1045	0.1661	0.2532	0.3875	0.405	0.1243	0.3512
TSPAN4	2	0.8951	1.6063	0.6568	1.0453	1.3147	0.6053	0.9636	0.1404	1.1677	1.2221	0.6534	1.1192	1.2568	1.2816
TSPAN5	10	0.0647	0.7296	0	0.9651	0.8696	1.3373	0.903	0.931	0.2789	1.6862	0.8025	0.4163	0.8155	0.7971
TSPAN6	6	1.2328	0.5931	1.4046	1.2175	0.4922	1.4523	0.087	0.557	0.6931	0	0.4407	0.7136	1.133	0.6453
TSPAN7	11	0.4967	0.1959	0.7261	0.3455	0	0	1.2371	0.12	1.1552	0.5306	1.6132	0.8484	1.3856	0.2008
TSPAN8	8	0.6174	0	1.7346	0.312	1.1283	1.6123	0.0793	6.316	0.4986	0	0.4963	1.746	1.6819	0
TSPAN9	5	0.7163	0.031	0.1658	0.577	1.1819	0.2525	0.1329	0.0398	0.6219	0.1867	0.3757	0.8399	0.7969	0.1971
TSPO	2	0.5205	2.1676	1.4044	1.0104	1.0928	1.2464	0.4127	1.5903	1.1572	0.7451	0.8917	0.341	0.707	1.2092
TSPYL1	13	0.5979	0.4903	0.4731	0.5801	0.3597	0.3708	0.463	0.4432	0.4477	0.3267	0.7821	0.6787	0.7957	0.6453
TSPYL2	10	0.3853	0.7302	0.568	0.3199	0.2043	0.3523	0.7186	0.2046	0.5487	1.2558	0.5033	0.782	0.7233	0.8323
TSPYL3	14	0.0633	0.253	0.0139	0.1176	0.0039	0.1182	0.0881	0.1233	0.114	0.2322	0.1693	0.1387	0	0.2612
TSPYL4	12	0.5857	0.8309	0.9736	1.0355	0.9626	0.6729	0.9659	0.4665	1.0355	0.9584	1.0342	1.8156	1.1082	0.5739
TSPYL5	12	0.6249	0	1.4449	0.2486	1.8416	0.1104	1.1671	0.2729	1.088	0.7709	1.3484	1.8867	1.6268	0.5056
TSPYL6	10	0.0927	0.0971	0.059	0.1105	0.0006	0.1272	0.1267	0.0541	0.0794	0.2126	0.1375	0.0449	0.1141	0.1535
TSR1	4	0.5502	0.5412	0.7141	1.3214	0.6227	0.5942	0.4792	0.3106	0.4221	0.7956	1.1163	0.404	0.5628	0.867
TSR2	4	0.4696	0.569	0.4753	1.0172	0.6107	0.5537	0.621	0.5073	0.8203	0.4652	0.9165	0.7884	0.7983	0.3532
TSSC1	4	0.714	1.2719	0.717	1.357	0.7815	1.119	0.9236	1.1105	0.7879	0.9504	1.0238	1.0128	0.5162	1.2008
TSSC4	10	0.677	1.5066	0.4761	0.5902	0.5702	0.7262	0.5969	0.7387	0.749	1.7471	1.0332	0.8607	0.6877	1.4682
TSSK1B	14	0.2499	0.2426	0.2207	0.132	0.3389	0.2205	0.1104	0.2466	0.2037	0.373	0.2973	0.0489	0.2207	0.9874
TSSK2	14	0.127	0.2163	0.1333	0.1211	0	0.1156	0.069	0.0763	0.0734	0.1851	0.1162	0	0.0903	0.2458
TSSK3	14	0.2413	0.7128	0	0.0206	0.0731	0.2029	0.1126	0.3517	0.2781	0.2831	0.3224	0.2627	0	0.9038
TSSK4	14	0.179	0.29	0.442	0.1687	0.0821	0.2026	0.1399	0.157	0.2649	0.2686	0.2292	0	0.1315	0.701
TSSK6	10	0.1029	0.29	0.082	0.1633	0.0246	0.2055	0.0484	0.2176	0.0813	0.4032	0.1093	0	0.0296	0.097
TST	8	2.6646	1.778	1.4035	1.0974	0.9133	1.253	0.5933	3.2686	1.4126	1.1649	1.235	1.6954	0.7086	1.4563
TSTA3	8	0.5964	0.8986	0.8077	0.9348	0.6075	1.0837	0.4835	1.9183	0.4547	0.5104	0.6182	0.4228	0.475	0.9446
TTBK1	14	0.2784	0.806	0.4043	0.1912	0.0793	0.2133	0.573	0.2479	0.2818	0.7039	0.2886	0.1896	0.0966	2.012
TTBK2	10	0.2237	0.1259	0.2174	0.3889	0.2013	0.2918	0.1612	0.0269	0.1439	0.4114	0.2321	0.1347	0.2317	0.234
TTC1	4	0.6656	0.7174	0.7066	1.5211	0.7598	1.0347	0.8174	0.4588	0.9416	0.5127	1.4198	0.7836	0.8634	0.6239
TTC12	4	0.4589	0.0343	0.852	1.1253	0.588	0.5801	0.2408	0.6655	0.5363	0.5623	0.4839	1.1076	0.7014	0.6609
TTC13	4	0.2438	0	0.7646	1.1693	0.3469	0.7395	0.9529	0.79	0.4664	0.3978	0.9007	0.6001	0.4912	0
TTC14	10	0.2897	0.3279	0.4493	0.4623	0.0228	0.3553	0.4491	0.2329	0.2915	0.7071	0.2357	0.2117	0.2812	0.0185
TTC15	8	0.5661	0.5916	0.8596	0.8133	0.6536	0.5471	0.6337	0.9113	0.5917	0.3839	0.8461	0.8427	0.8338	0.791
TTC16	9	0.0536	0	0.0693	0.1632	0.0388	0.1854	0.5082	0.0678	0.6956	0.1478	0.1038	0.0364	0.1616	0.0259
TTC17	3	0.5156	0.6269	0.8356	0.5739	0.239	0.6775	0.4624	0.4409	0.4634	0.6517	0.4334	0.4263	0.5517	0.4438
TTC18	9	0.475	0	1.4456	0.206	0	0.5854	0.5948	0	1.5122	0.8953	0	0.9017	0.3752	0
TTC19	4	0.6689	0.2298	1.0912	1.1081	0.376	0.9056	0.6767	0.4984	0.6091	0.7703	0.548	0.7898	0.8181	0.5597
TTC21A	10	0.5216	0	0.9711	0.4805	0.2745	0.9858	1.5812	0.5333	1.4807	2.0648	0.114	1.2396	0.6022	0.0523
TTC21B	4	0.3312	0.2464	0.5538	0.5779	0.1475	0.2505	0.4508	0.1419	0.4593	0.3816	0.3983	0.2138	0.4274	0.0815
TTC22	14	0.2172	0.4477	0.2702	0.1235	0.1585	0.2929	0.4104	0.5493	0.1481	0.5394	0.1522	0.1937	0.0957	1.41
TTC23	10	0.413	0.266	0.1909	0.4257	0.5489	0.4169	0.2738	0.2781	0.2713	1.0101	0.3743	0.4646	0.6289	0.5441
TTC23L	10	0.0806	0	0.2813	0.2202	0.1936	0.166	0.1409	0.0251	0.3421	0.7224	0.1481	0.0019	0.3712	0.1678
TTC25	9	0.1279	0	0.6637	0.5052	0.6653	0.639	0.1055	0.0533	1.9508	0.9579	0.085	1.503	0.7906	0.0629
TTC26	4	0.1025	0.0681	0.1896	0.7843	0.4156	0.3936	0.0687	0.0697	0.2747	0.0777	0.1876	0.2918	0.1907	0.0743
TTC27	4	0.526	0.6813	0.9957	1.4462	0.7532	0.9988	0.8062	0.436	0.6963	0.2401	0.968	0.7801	0.8559	1.371
TTC28	13	0.4617	0.1202	0.4574	0.3387	0.691	0.1263	0.4152	0.2347	0.629	0.5084	0.4343	0.6419	0.9742	0.6079
TTC29	9	0	0	0	0.1172	0	0.1595	0	0	1.3349	0	0	0	0.1148	0
TTC3	10	0.5983	0.8296	0.8026	0.687	0.8597	0.6767	0.6028	0.5899	0.3298	1.2468	0.3976	1.0816	0.9731	0.2152
TTC30A	4	0.1586	0	0.3165	0.5642	0.3666	0.4793	0.0531	0.3904	0.3449	0	0.3521	0.4324	0.3294	0.3665
TTC30B	4	0.0887	0.1734	0.4961	0.8146	0.3796	0.6263	0.0232	0.5336	0.5094	0	0.2577	0.8072	0.3724	0.1088
TTC31	14	0.4934	0.7458	0.7489	0.2079	0.1494	0.2818	0.3948	0.7347	0.4284	0.4178	0.5163	0.4258	0.3168	1.7486
TTC32	4	0.6277	0.1643	1.1168	1.683	0.6346	0.8817	0.8444	0.8054	0.9104	0.5891	0.8755	1.182	1.1022	0.3205
TTC33	4	0.483	0	0.6553	0.7444	0.2862	0.4	0.4097	0.3042	0.3858	0.104	0.6759	0.2324	0.5769	0.2726
TTC35	4	0.776	0.4271	1.057	1.4811	1.0766	1.256	0.8463	0.8258	1.0178	0.0311	1.2226	0.823	1.3328	0.9075
TTC37	4	0.68	0.4002	1.0404	1.3804	0.7053	0.637	0.8257	0.2972	0.6346	0.0625	0.9965	0.9351	1.0617	0.4643
TTC38	1	1.8239	1.0737	0.6583	0.5208	0.3031	0.2211	0.5928	1.3758	0.6595	0.8834	0.5483	0.734	0.4098	0.8533
TTC39A	12	0.1431	0.0972	0.388	0.3306	0.2651	0.4237	0.0411	1.0323	0.4342	0.2142	0.361	1.0924	0	0.2516
TTC39B	8	0.5452	0	0.4412	0.6352	0.6231	0.6224	0.4793	0.7419	0.5478	0.705	0.279	0.2415	0.5647	0.154
TTC39C	1	1.5203	0.4404	0.8787	0.6017	0.4317	0.5381	0.679	0.467	0.5429	0.6382	0.3081	0.8459	0.6669	0.9075
TTC4	11	0.2989	0.7009	0.3914	0.7786	0.3757	0.4026	0.4294	0.356	0.4267	0.1647	0.9314	0.519	0.1992	0.793
TTC5	4	0.3194	0.2464	0.6019	0.9931	0.4938	0.6396	0.7122	0.5357	0.6442	0.1849	0.6207	0.6532	0.5334	0.6067
TTC7A	6	0.3604	0.2007	0.5881	0.6059	0.7164	1.0576	0.8696	0.9102	0.7612	0.98	0.2923	0.5494	0.3959	0.4539
TTC7B	11	0.6301	0.7428	0.6023	0.5956	0.7366	0.0376	0.4639	0.0068	0.7149	0.6342	0.9917	0.7046	0.6765	0.6452
TTC8	12	0.5706	0.1789	0.6951	1.1114	0.7546	0.7327	0.2838	0.3633	0.5175	0.1655	0.2528	1.3511	0.8646	0.3532
TTC9	6	0.1378	0.1866	0.238	0.2023	0.254	0.9293	0.3875	0.4974	0.2489	0.0303	0.5192	0.2583	0.1377	0.3299
TTC9B	14	0.2506	0.8727	0.9765	0.1783	0	0.2347	0.1675	0.2578	0.19	0.7471	0.4322	0.0579	0.2964	1.8315
TTC9C	14	0.7411	1.0255	0.5354	1.0961	0.5537	1.1711	0.8791	0.5855	0.8064	1.0411	1.0942	0.529	0.7615	1.4863
TTF1	14	0.4061	0.5309	0.6253	0.7915	0.387	0.7821	0.6655	0.4645	0.5471	0.5269	0.7389	0.596	0.7153	0.8142
TTF2	4	0.1074	0.1476	0.3405	0.7175	0.1652	0.328	0.3117	0.1929	0.1303	0.1789	0.2843	0	0.1156	0.0975
TTK	4	0	0.0933	0	1.6363	0.3024	1.088	0.3041	0.1316	0	0.1066	0.2351	0	0	0.4527
TTL	4	0.1653	0.1259	0.116	0.5546	0.2445	0.2217	0.1413	0	0.1695	0.5406	0.4075	0	0.2043	0.0066
TTLL1	5	0.1633	0.1938	0.417	0.3697	0.7211	0.5274	0.2439	0.51	0.4372	0.3346	0.3975	0.6669	0.5589	0.6401
TTLL10	9	0.0329	0.0455	0.0626	0.1669	0	0.1768	0.0595	0.0442	0.5203	0.094	0.1112	0.0339	0.1051	0.0819
TTLL11	11	0.3129	0.1251	0.4166	0.3149	0.048	0.036	0.1658	0.4544	0.255	0.1397	0.8445	0.1557	0.3439	0.4323
TTLL12	8	0.9824	1.2967	0.722	1.0157	0.805	1.1352	0.5662	1.5894	0.6544	1.5674	0.8001	0.7073	0.4711	1.2169
TTLL2	14	0.0536	0.1191	0	0.104	0.0722	0.043	0.0578	0.0593	0.0924	0.0731	0.1352	0.0552	0.0352	0.241
TTLL3	7	0.3986	0.9312	0.6165	0.105	0.3018	0.6732	1.4731	0.5804	0.5019	1.0473	0.471	0.549	0.5142	0.9537
TTLL4	4	0.1474	0.4631	0.2177	0.5979	0.3767	0.4521	0.2488	0.4686	0.2918	0.3362	0.3729	0.3246	0.1069	0.2216
TTLL5	10	0.3772	0.4397	0.3173	0.2473	0.1668	0.4872	0.485	0.4328	0.3337	1.1732	0.2526	0.3216	0.1836	0.6231
TTLL6	3	0.0844	0.178	0.8874	0.1554	0.0303	0.1149	0.0189	0.2315	0.2302	0.1162	0.0659	0	0.1645	0.6694
TTLL7	13	0.1363	0.052	0.5757	0.4275	0	0.159	0.0702	0	0.326	0.2318	0.5699	0.6227	0.6748	0
TTMA	10	0.2249	0.288	0.2934	0.3628	0	0.6075	0.7824	0	0.3471	1.1966	0.1133	0	0	1.0094
TTN	11	0	0	0.4881	0	0	0	0.1763	0	0.0955	0.1127	3.473	0.1061	0	0
TTPA	1	1.1705	0.1023	0.0485	0.1453	0	0	0	0	0	0	0	0.0529	0.0538	0
TTPAL	4	1.1245	0.6634	0.4971	1.2995	0.7124	0.7006	0.6172	0.4079	0.4899	0.9158	0.746	0.7325	0.5273	1.0003
TTR	12	4.2508	0.2021	2.7822	0.1783	1.3293	0.0799	0	0.3833	0	0.9871	0	8.2712	0	0
TTRAP	4	1.189	0.6378	1.5342	1.7006	0.8882	1.3114	1.3879	0.8964	1.3037	0.4681	1.4567	1.2603	1.0752	0.6911
TTTY1	10	0.0639	0.0682	0.0388	0.0799	0	0.0726	0.0628	0.1179	0.028	0.1702	0.0656	0	0.0462	0.0373
TTTY10	14	0.1607	0.1829	0.1095	0.0847	0.0635	0.1043	0.1493	0.0819	0.128	0.0852	0.1575	0.0997	0.1979	0.2219
TTTY11	10	0.0282	0.1697	0.016	0.0054	0	0.0836	0	0.0925	0.0621	0.2655	0.0498	0	0.0168	0.0401
TTTY12	14	0.2888	0	0.1132	0.2264	0.178	0.1478	0.1242	0.0643	0.1434	0.0748	0.2234	0.0828	0.1036	0.3934
TTTY13	14	0.2176	0.2725	0.2491	0.2283	0.0969	0.2078	0.3504	0.1943	0.2252	0.3949	0.241	0.0993	0.0991	1.2218
TTTY14	11	0.7306	0.7584	0.3185	0.0933	0.0734	0.0803	0.5344	0.2969	0.9904	0.8028	1.0162	0.5472	0.6475	0.9133
TTTY15	13	0.1289	0	0.1755	0.2785	0.0122	0	0.3216	0	0.5252	0	0.2526	0.2856	0.8008	0
TTTY2	14	0.0863	0.2393	0	0.0477	0.2633	0.0542	0.1072	0.1876	0.2262	0.0696	0.2316	0.3252	0.0011	0.5333
TTTY20	14	0.03	0.1097	0.0223	0.091	0.044	0	0.1591	0.0495	0.1542	0.0541	0.0515	0.1321	0.0177	0.4084
TTTY21	2	0.0852	0.1781	0.0413	0.0216	0	0.0757	0.0346	0.096	0.025	0.1246	0.0403	0.0315	0.0971	0.0787
TTTY22	14	0.0702	0.1693	0.016	0.0827	0.106	0.076	0.0982	0.1716	0.0915	0.0946	0.0986	0.1159	0.0727	0.4408
TTTY23	1	0.6066	0.1005	0.1275	0.1416	0.0589	0.0725	0.0155	0.0249	0.0714	0.0107	0.1181	0.0564	0.0518	0.2589
TTTY3	10	0.0653	0.0658	0.0333	0.1029	0	0.0963	0.067	0.0436	0.0578	0.104	0.0994	0	0.0541	0.0532
TTTY4C	3	0.0592	0.0771	0.0935	0.0718	0.0112	0.0485	0.084	0.0329	0.0653	0.0414	0.059	0	0.0443	0.0708
TTTY5	14	0.143	0.2956	0.0254	0.1228	0	0.203	0.1311	0.0728	0.0805	0.2665	0.1609	0.0218	0.0438	0.3065
TTTY6	2	0.1525	0.4267	0.0704	0.0981	0.0973	0.0502	0.0102	0.191	0.1753	0.0965	0.1903	0.2228	0.0671	0.3071
TTTY7	2	0.032	0.1203	0.0454	0.017	0	0.0756	0.0419	0.0736	0.0085	0.0595	0.0506	0	0.0518	0
TTTY8	2	0.0432	0.1793	0.0169	0.0212	0	0.0694	0.0072	0.0523	0.034	0.0997	0.0598	0.0306	0.0589	0
TTTY9A	4	0.0308	0.1104	0.021	0.1185	0.0422	0.0143	0.0272	0.0642	0.0528	0.0682	0.0569	0.0449	0.0315	0.0884
TTYH1	3	0.3699	0.8797	1.9399	0.132	0	0.6051	0.1946	0.2593	0.1724	0.9443	0.2763	1.2075	0.8098	0.767
TTYH2	2	0.0681	0.3799	0.207	0.1725	0.2768	0.0213	0.2311	0.0991	0.1752	0.0253	0.268	0.2023	0.0961	0.325
TTYH3	8	0.6305	0.8883	0.4092	0.6669	0.9924	0.6149	0.6551	1.1763	0.4199	1.0288	0.4527	0.3539	0.1589	1.039
TUB	13	0.1989	0.4319	0.0908	0.1648	0.2773	0.1066	0.1875	0	0.3403	0.4702	0.2944	0.4616	0.6946	0.3381
TUBA1A	2	0.7418	2.259	0.6841	1.6596	1.2204	1.0747	0.9855	0.8961	1.2606	0.9194	1.2842	1.3247	1.184	1.9234
TUBA1B	4	1.0711	1.9981	0.8256	2.6563	2.0517	1.6341	1.4381	1.444	1.7737	1.6776	1.7381	1.9755	1.5695	2.1998
TUBA1C	4	0.7338	1.9591	0.8894	2.1917	1.5076	1.5094	1.1204	1.2959	1.2773	1.1974	1.5268	1.2663	1.1087	1.7958
TUBA3C	11	0.2598	0.5186	0.0584	0.7711	0.393	1.1146	0.798	0.8687	0.5139	0	2.0184	0.9015	0.0212	1.1656
TUBA3D	2	0.4987	1.9491	0.4565	0.6458	0.6534	0.6581	0.535	0.7386	0.6846	0.8193	0.9412	0.7322	0.6351	1.6745
TUBA4A	11	0.7468	1.771	0.6311	1.2527	0.6904	1.7326	1.3808	1.6931	1.1157	1.1962	2.2318	1.1615	0.7423	1.1265
TUBA8	11	0.6029	0.6024	0.7763	0.5918	0.4078	0.6572	0.8957	0.598	0.3039	0.9435	2.2844	0.9907	0.508	0.5754
TUBAL3	8	0.2132	0.3144	0	0.3954	0	0.124	0.1034	1.1787	0.1965	0.1635	0.3217	0	0.2868	0.6836
TUBB	2	0.5894	1.788	0.5394	1.5158	1.236	0.9289	0.673	0.8091	0.7405	0.7123	1.1153	0.9083	0.7462	1.6623
TUBB1	9	0.1378	0.2746	0.0225	0.0798	0	0.0227	0.1314	0	0.2887	0.0586	0.0647	0.0739	0.0728	0
TUBB2A	2	1.0077	1.9818	0.9916	1.5178	1.3062	0.8655	0.7291	1.3122	0.7678	1.2482	1.4061	1.2608	1.3411	1.5196
TUBB2B	13	0.3247	0	0.8442	0.789	0.493	0.7565	0.3303	0.1993	0	1.448	0.498	1.2728	1.4995	0.9075
TUBB2C	2	0.9075	2.0715	0.8606	1.7898	0.9823	1.2457	0.726	1.6471	1.2427	1.2672	1.533	1.2734	1.0417	1.7025
TUBB3	5	0.5936	1.4828	0.7339	1.625	1.6699	1.1303	0.43	0.8782	0.6324	1.5459	1.1386	1.0695	1.0113	1.507
TUBB4	14	0.1831	1.0192	0.4094	0.5269	0.5973	0.3274	0.2376	0.3087	0.4055	0.2611	0.5418	0.3779	0.5445	1.3475
TUBB6	5	0.8055	1.6545	1.0602	1.9743	2.2256	1.2158	1.0043	0.6649	1.1944	1.5014	1.4097	1.3519	1.7634	1.5934
TUBD1	6	0.4802	0.6066	0.5762	0.7059	0	0.7321	0.6092	0.0966	0.5075	0.6781	0.6444	0.4969	0.6401	0.1598
TUBE1	4	0.4326	0.1756	0.5058	0.6942	0.2394	0.2349	0.3768	0.1552	0.5512	0	0.5491	0.4986	0.4584	0.6679
TUBG1	2	0.3842	1.3369	0.6475	0.8028	0.2716	0.4674	0.1916	0.4577	0.4989	0.4311	0.8539	0.2768	0.1723	0.8159
TUBG2	2	0.3283	1.152	0.5837	0.7848	0.2214	0.544	0.379	0.3835	0.5269	0.5854	0.7744	0.4005	0.2419	0.8918
TUBGCP2	4	0.3309	0.7184	0.7182	0.9538	0.7871	0.782	0.5834	0.5683	0.7235	0.2348	0.9182	0.6399	0.4676	0.9328
TUBGCP3	4	0.5636	0.3439	0.3431	0.8325	0.4875	0.6324	0.5274	0.4538	0.399	0.3893	0.4365	0.5508	0.5496	0.3292
TUBGCP4	4	0.2363	0.4014	0.2705	0.9976	0.3508	0.5051	0.2093	0.2205	0.2479	0.0502	0.6554	0.3803	0.2883	0.1102
TUBGCP5	4	0.2127	0.2927	0.4182	0.8902	0.3917	0.3737	0.2993	0.2675	0.2191	0	0.4922	0.5636	0.3896	0
TUBGCP6	7	0.2794	0.6539	0.7997	0.3663	0.165	0.6488	1.3327	0.5365	0.6981	0.7351	0.363	0.6361	0.4396	0.1492
TUFM	2	1.1458	2.6047	0.9829	1.4003	0.9016	0.9007	1.0283	1.2444	1.1975	1.1807	1.5292	1.2172	0.745	1.6273
TUFT1	8	0.5463	0.6882	1.0251	0.8431	0.9174	2.3188	0.0011	2.418	0.7775	1.0605	0.5053	0.8096	0.7251	0.503
TUG1	2	0.4991	1.2233	0.484	0.5431	0.721	0.8434	0.8572	1.0194	0.7699	1.0837	0.6474	0.9537	0.6102	0.9789
TULP1	11	0.2379	0.3484	0	0.1093	0.1159	0.245	0	0.2166	0.0696	0.2079	0.6203	0.0946	0.1338	0.4644
TULP2	2	0.1627	0.6774	0	0	0.0114	0.0887	0.1067	0.0705	0.1823	0.2883	0.2268	0	0.0822	0.3712
TULP3	10	0.4176	0.6056	0.1265	0.3757	0.1413	0.4363	0.2293	0.1241	0.3044	1.4608	0.2543	0.3158	0.5926	0
TULP4	10	0.8071	0.2866	0.8066	0.9811	1.1881	0.7747	1.189	0.9281	0.798	1.4848	1.1361	1.4261	1.0748	0.8348
TUSC1	13	0.731	0.5072	0.8326	0.6773	1.1963	0.1752	0.3749	0.4383	0.7018	0.6366	0.7689	0.8947	1.2572	0.0977
TUSC2	10	1.0924	1.2896	1.1352	1.2254	0.4849	0.8067	0.9865	1.0041	1.1211	1.4715	1.2409	0.9239	0.9015	1.0931
TUSC3	12	0.2965	0.3859	1.027	0.4674	0.4075	0.5311	0.1483	0.032	0.6333	0.3845	0.3878	1.4184	0.7472	0.6269
TUSC4	11	0.716	1.0414	1.1398	1.0281	0.1963	0.7561	1.0209	0.7884	0.778	0.8163	1.1893	0.6406	0.7143	1.0644
TUSC5	14	0.1649	0.3142	0.3293	0.1409	0.0453	0.2852	0.2852	0.0405	0.1055	0.3802	0.231	0	0.2475	0.8783
TUT1	2	0.4574	0.7894	0.2745	0.4647	0.1236	0.3331	0.4349	0.2305	0.3599	0.4421	0.5563	0.234	0.2292	0
TWF1	4	0.9056	0.6372	1.0354	1.5628	0.7719	1.3056	0.468	1.0147	0.7021	0.1208	0.6348	0.6977	0.9418	0.5855
TWF2	11	0.5604	1.1226	0.4902	0.9394	1.1469	0.7229	0.759	0.9928	0.6833	0.3714	1.4048	0.5036	0.418	0.7669
TWIST1	5	0.0731	0.5851	0.2508	0.1888	1.3716	0.3628	0.0318	0.1299	0	0.5795	0.5177	0	0.5152	0.6228
TWIST2	13	0.1982	0.4306	0.2954	0.2824	1.1258	0.1738	0.5069	0.2828	0.7907	0.8815	0.5975	0.4134	1.7316	1.1635
TWISTNB	4	0.6297	0.5106	0.5782	1.3693	0.7608	0.9131	0.494	0.4724	0.3682	0.7779	0.7837	0.6209	1.0408	0.6661
TWSG1	4	0.1511	0.3104	0.3088	1.2723	1.184	0.6447	0.1935	0.2172	0.4012	0	0.4786	0.4869	0.9614	0
TXK	7	0.096	0.1829	0.1625	0.3149	0	0.3831	0.8701	0.1383	0.1335	0.0273	0.0467	0.221	0.1441	0.0071
TXLNA	10	0.2602	0.5481	0.0688	0.5347	0.3387	0.2459	0.2035	0.1918	0.1836	0.6741	0.2167	0.3432	0.2728	0
TXLNB	11	0	0	0	0	0.3711	0	1.0283	0	0.4308	0	2.5024	0.0167	0.7806	0
TXN	4	1.3304	1.5851	1.1883	2.416	1.2978	2.0025	1.0474	1.8224	1.4293	1.1828	1.2938	1.0963	1.2985	1.3352
TXN2	2	1.0844	1.4062	0.85	1.0892	0.4876	0.9132	0.9819	0.8841	0.8771	1.2037	1.046	0.8251	0.9835	1.09
TXNDC1	4	1.2493	1.1548	1.1941	2.2452	1.4432	1.3056	1.4053	1.0311	1.4386	1.3617	1.1418	1.5502	1.1428	1.8455
TXNDC10	4	0.2365	0.2373	0.4819	1.2899	0.5408	0.4323	0.505	0	0.447	0	0.491	0.2354	0.5433	0
TXNDC11	2	0.8194	1.0643	0.6577	0.6665	0.3962	0.435	0.9269	0.6864	0.8043	0.3194	0.6957	0.7162	0.3663	0.8456
TXNDC12	4	0.6313	0.5659	1.1047	1.6184	0.9049	0.9677	0.7837	0.7226	0.8975	0	0.8503	0.7449	0.7398	0.9855
TXNDC13	12	0.8937	0.5565	0.9428	1.2313	0.8128	0.4916	0.8581	0.5759	0.9431	0.3061	1.0624	1.6385	1.4825	0.6196
TXNDC14	4	0.7952	1.0068	0.7994	1.4781	0.6473	1.0087	0.6258	0.6918	0.8535	0.6413	0.9647	0.838	0.748	1.2844
TXNDC15	4	1.013	0.7077	1.3732	1.7206	1.3404	0.788	1.6549	0.4213	1.1131	0.7646	1.0082	1.257	1.3792	1.0659
TXNDC16	13	0.5439	0	0.7739	0.9008	0.3884	0.1674	0.5719	0.3508	0.5154	0	0.299	0.657	0.996	0.4589
TXNDC17	4	1.6568	0.782	1.6758	2.3371	1.2515	1.5518	1.2054	1.4881	1.2195	1.4966	1.4627	1.0559	1.0387	1.7082
TXNDC2	14	0.1581	0.5902	0	0.0181	0.1343	0.2633	0.2808	0.2517	0.27	0.3621	0.1647	0.1845	0	0.6907
TXNDC3	5	0.1869	0.0102	0.3424	0.2374	0.6628	0.0439	0.6393	0	0.4692	0.1797	0.1024	0.3147	0	0
TXNDC4	4	0.7123	0.711	0.9041	0.9226	0.3857	0.7811	0.7704	0.5647	0.9095	0.6002	0.7097	0.8151	0.8148	0.2557
TXNDC5	7	1.394	1.9178	1.1475	1.8223	1.3337	1.0502	1.9227	1.1366	1.0995	1.7043	1.1627	1.3334	1.2423	1.5179
TXNDC6	9	0.1306	0.2602	0.5365	0.1129	0	0.187	0.0642	0.2017	0.6044	0.0376	0.3385	0.4534	0.1723	0.5715
TXNDC9	4	0.7593	0.4622	0.9346	1.902	0.865	1.3821	0.8398	0.7767	0.9255	0	1.1767	0.6049	0.856	0.8242
TXNIP	9	1.4497	1.6328	1.4258	1.4628	1.8393	1.8857	2.527	2.2617	2.558	1.9929	2.3456	1.576	2.0927	1.1227
TXNL1	4	1.4018	1.1638	1.7299	1.8394	1.0244	1.2616	1.3965	0.9356	1.1951	0.9405	1.6868	1.1507	1.3705	1.4046
TXNL4A	4	1.007	0.8973	1.2212	1.9411	1.1055	0.8777	1.0787	0.7079	1.0596	1.0895	1.5699	1.1386	1.0465	1.349
TXNL4B	11	0.4669	0.2532	0.4315	0.7219	0.2199	0.5088	0.5125	0.2935	0.4221	0.0079	0.7639	0.2647	0.4924	0.6353
TXNRD1	4	0.3469	0.177	0.0684	1.3344	0.6601	0.5983	0.3162	0.4076	0.6392	0.1707	0.9268	0.4031	0.5145	0.1166
TXNRD2	4	0.3314	0.176	0.1794	0.4125	0.1824	0.22	0.1484	0.1709	0.2368	0.1546	0.2994	0.1287	0.127	0
TXNRD3	4	0.4314	0	0.5173	0.9894	0.8934	0.5272	0.0318	0.1416	0.4877	0	0.3542	0.5337	0.6271	0
TYK2	2	0.5893	0.9789	0.7541	0.5968	0.4554	0.3613	0.9382	0.624	0.6771	0.8423	0.6333	0.4403	0.3023	0.6799
